course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject,profit,published_date,published_time,year,month,day,Clean_title
131512,Inside Drum Technique,https://www.udemy.com/insidedrumtechnique/,True,50,406,10,25,All Levels,2 hours,2013-12-13T10:01:14Z,Musical Instruments,20300,2013-12-13,10:01:14Z,2013,12,13,Inside Drum Technique
140168,"Learn to Play Tarrega, Bach, and Sor on Classical Guitar",https://www.udemy.com/guitar-pieces/,True,195,556,11,27,Intermediate Level,4 hours,2014-01-27T23:26:57Z,Musical Instruments,108420,2014-01-27,23:26:57Z,2014,1,27,Learn Play Tarrega Bach Sor Classical Guitar
510098,Create Beautiful Music On The Piano Like a Pro In Minutes,https://www.udemy.com/create-beautiful-music-on-the-piano-like-a-pro-in-minutes/,True,95,115,17,17,All Levels,1.5 hours,2015-08-10T23:51:56Z,Musical Instruments,10925,2015-08-10,23:51:56Z,2015,8,10,Create Beautiful Music Piano Like Pro Minutes
561774,Instant Harmonica - play the great Irish tune Molly Malone!,https://www.udemy.com/instant-harmonica-play-the-irish-tune-molly-molone-today/,True,20,420,2,13,Beginner Level,1 hour,2015-07-23T20:14:45Z,Musical Instruments,8400,2015-07-23,20:14:45Z,2015,7,23,Instant Harmonica  play great Irish tune Molly Malone
1102396,Instant Harmonica - play 'Can't Help Falling in Love' now!,https://www.udemy.com/instant-harmonica-play-cant-help-falling-in-love-now/,True,40,32,3,11,All Levels,1 hour,2017-02-07T03:15:40Z,Musical Instruments,1280,2017-02-07,03:15:40Z,2017,2,7,Instant Harmonica  play Cant Help Falling Love now
1173716,Arpeggios for Guitar made Easy! Dominate the Fretboard,https://www.udemy.com/arpeggios-for-guitar-made-easy/,True,65,26,5,23,All Levels,3 hours,2017-05-02T16:26:45Z,Musical Instruments,1690,2017-05-02,16:26:45Z,2017,5,2,Arpeggios Guitar Easy Dominate Fretboard
761938,Guitar Lessons - The Modal System - Modes Essentials,https://www.udemy.com/guitar-lessons-the-modal-system-modes-essentials/,True,45,116,7,27,All Levels,2 hours,2016-02-14T22:15:09Z,Musical Instruments,5220,2016-02-14,22:15:09Z,2016,2,14,Guitar Lessons  Modal System  Modes Essentials
374566,Learn to Play Percussion: Beginner to Pro made the Easy Way!,https://www.udemy.com/percussion/,True,50,425,7,192,All Levels,6 hours,2015-01-16T00:54:01Z,Musical Instruments,21250,2015-01-16,00:54:01Z,2015,1,16,Learn Play Percussion Beginner Pro Easy Way
182940,Modern Piano Lessons For Beginners,https://www.udemy.com/modern-piano-lessons-for-beginners/,True,20,736,6,46,Beginner Level,5 hours,2014-04-01T22:01:27Z,Musical Instruments,14720,2014-04-01,22:01:27Z,2014,4,1,Modern Piano Lessons Beginners
1003250,World Percussion: Complete Lessons for Everyone,https://www.udemy.com/world-percussion-lessons-for-everyone/,True,40,68,9,56,All Levels,4 hours,2016-11-14T15:36:35Z,Musical Instruments,2720,2016-11-14,15:36:35Z,2016,11,14,World Percussion Complete Lessons
1190448,Learn Lion (Saroo) Soundtrack On The Piano By Ear,https://www.udemy.com/learn-lion-saroo-soundtrack-on-the-piano-by-ear/,True,20,104,0,9,All Levels,32 mins,2017-04-24T19:51:27Z,Musical Instruments,2080,2017-04-24,19:51:27Z,2017,4,24,Learn Lion Saroo Soundtrack Piano Ear
647276,Acoustic Blues Guitar Lessons,https://www.udemy.com/acoustic-blues-guitar-lessons/,True,75,189,18,101,Intermediate Level,4.5 hours,2016-01-10T21:39:42Z,Musical Instruments,14175,2016-01-10,21:39:42Z,2016,1,10,Acoustic Blues Guitar Lessons
26648,Play Guitar and Understand Music Quick & Easy in 28 Days!,https://www.udemy.com/how-to-play-guitar-really-understand-music/,True,20,738,6,64,All Levels,9.5 hours,2012-10-13T23:40:19Z,Musical Instruments,14760,2012-10-13,23:40:19Z,2012,10,13,Play Guitar Understand Music Quick  Easy 28 Days
264396,Learn How to Play the Violin - Violin Basics,https://www.udemy.com/violin-basics/,True,20,365,10,12,Beginner Level,32 mins,2014-08-13T01:32:18Z,Musical Instruments,7300,2014-08-13,01:32:18Z,2014,8,13,Learn Play Violin  Violin Basics
153230,Swing Low - The 101 Authentic Nashville Piano Style Course,https://www.udemy.com/swing-low-nashville-piano-style/,True,20,146,5,15,All Levels,1 hour,2014-01-30T22:43:42Z,Musical Instruments,2920,2014-01-30,22:43:42Z,2014,1,30,Swing Low  101 Authentic Nashville Piano Style Course
601230,Guitar:Play 5 Easy Christmas Chord Progressions On Guitar,https://www.udemy.com/christmas-songs/,True,50,383,4,9,Beginner Level,1 hour,2015-11-11T00:25:06Z,Musical Instruments,19150,2015-11-11,00:25:06Z,2015,11,11,GuitarPlay 5 Easy Christmas Chord Progressions Guitar
326310,Get Piano Skills TODAY!!! ,https://www.udemy.com/how-to-play-piano2/,True,100,92,5,71,All Levels,3.5 hours,2014-11-05T18:40:00Z,Musical Instruments,9200,2014-11-05,18:40:00Z,2014,11,5,Piano Skills TODAY
398522,Learn the Violin - Scales and Fundamentals,https://www.udemy.com/learn-the-violin-scales-and-fundamentals/,True,80,291,14,39,Beginner Level,3 hours,2015-10-28T19:19:33Z,Musical Instruments,23280,2015-10-28,19:19:33Z,2015,10,28,Learn Violin  Scales Fundamentals
773144,Piano With Willie Building Technique with Scales Vol. 2,https://www.udemy.com/piano-with-willie-technique-builder-vol-2/,True,40,61,3,9,All Levels,1.5 hours,2016-04-13T06:29:50Z,Musical Instruments,2440,2016-04-13,06:29:50Z,2016,4,13,Piano Willie Building Technique Scales Vol 2
324226,Master Flute Playing: Intermediate Instruction Made Simple!,https://www.udemy.com/intermediateflute/,True,50,288,15,100,Intermediate Level,6 hours,2014-10-29T19:42:29Z,Musical Instruments,14400,2014-10-29,19:42:29Z,2014,10,29,Master Flute Playing Intermediate Instruction Simple
888668,How to Sing and Play the Guitar (at the same time),https://www.udemy.com/how-to-sing-and-play-the-guitar-at-the-same-time/,True,20,78,8,24,Beginner Level,1.5 hours,2016-07-18T19:42:57Z,Musical Instruments,1560,2016-07-18,19:42:57Z,2016,7,18,Sing Play Guitar at time
301686,"Super Beginner Guitar - start right, start awesome",https://www.udemy.com/super-beginner-guitar-start-right-start-awesome/,True,30,594,3,33,Beginner Level,2 hours,2014-11-26T03:57:18Z,Musical Instruments,17820,2014-11-26,03:57:18Z,2014,11,26,Super Beginner Guitar  start right start awesome
151027,"Introduction to Guitar 'A Course for Beginners"",https://www.udemy.com/introduction-to-guitar/,true,25,163,11,56,Beginner Level,2.5 hours,2014-10-30T15:59:39Z
650804,Guitar  Master Class Learning How to Play Guitar from A to Z""",https://www.udemy.com/learning-how-to-play-guitar/,True,40,489,5,35,All Levels,4 hours,2015-10-26T22:01:15Z,Musical Instruments,19560,2015-10-26,22:01:15Z,2015,10,26,Introduction Guitar A Course Beginnershttpswwwudemycomintroductiontoguitartrue251631156Beginner Level25 hours20141030T155939Z 650804Guitar Master Class Learning Play Guitar Z
269830,Rhythm to Rock Drum Lesson 5,https://www.udemy.com/rhythm-to-rock-drum-lesson-5/,True,20,13,3,9,Beginner Level,1 hour,2014-08-18T22:26:24Z,Musical Instruments,260,2014-08-18,22:26:24Z,2014,8,18,Rhythm Rock Drum Lesson 5
315812,Gibson's Learn & Master Guitar,https://www.udemy.com/learnandmasterguitar/,True,50,103,33,309,All Levels,38 hours,2014-10-30T14:39:14Z,Musical Instruments,5150,2014-10-30,14:39:14Z,2014,10,30,Gibsons Learn  Master Guitar
373636,Master the Trombone: Intermediate Instruction Made Simple!,https://www.udemy.com/beginning-trombone/,True,50,231,7,110,All Levels,9 hours,2015-03-04T22:36:26Z,Musical Instruments,11550,2015-03-04,22:36:26Z,2015,3,4,Master Trombone Intermediate Instruction Simple
1113170,Walking Bass Fundamentals,https://www.udemy.com/walking-bass-fundamentals/,True,50,44,3,34,All Levels,2 hours,2017-03-13T22:15:23Z,Musical Instruments,2200,2017-03-13,22:15:23Z,2017,3,13,Walking Bass Fundamentals
336446,Circular Breathing for musicians - practical skills,https://www.udemy.com/circular-breathing-for-musicians-practical-skills/,True,25,261,4,17,All Levels,1.5 hours,2014-11-06T10:11:14Z,Musical Instruments,6525,2014-11-06,10:11:14Z,2014,11,6,Circular Breathing musicians  practical skills
455676,Electric Bass for Busy Beginners Course 1,https://www.udemy.com/bassforbusybeginners/,True,50,114,15,13,All Levels,1.5 hours,2015-04-27T20:20:47Z,Musical Instruments,5700,2015-04-27,20:20:47Z,2015,4,27,Electric Bass Busy Beginners Course 1
200108,Guitar for Absolute Beginners (Class 1),https://www.udemy.com/guitar-for-absolute-beginners-class-1/,True,20,45,4,48,Beginner Level,1.5 hours,2014-05-01T15:32:23Z,Musical Instruments,900,2014-05-01,15:32:23Z,2014,5,1,Guitar Absolute Beginners Class 1
198660,Tenor Banjo for Absolute Beginners,https://www.udemy.com/tenor-banjo-for-absolute-beginners/,False,0,3167,161,34,Beginner Level,37 mins,2014-07-19T10:32:00Z,Musical Instruments,0,2014-07-19,10:32:00Z,2014,7,19,Tenor Banjo Absolute Beginners
763100,Guitar Lessons - 50 Essential Fast Legato Licks,https://www.udemy.com/guitar-lessons-50-essential-fast-legato-licks/,True,35,105,9,23,Intermediate Level,3 hours,2016-02-15T18:14:23Z,Musical Instruments,3675,2016-02-15,18:14:23Z,2016,2,15,Guitar Lessons  50 Essential Fast Legato Licks
922828,Aprenda a tocar Pandeiro - Curso Iniciante - Samba/Choro,https://www.udemy.com/aprenda-a-tocar-pandeiro-curso-iniciante-sambachoro/,True,90,85,22,20,Beginner Level,2 hours,2016-08-21T18:50:26Z,Musical Instruments,7650,2016-08-21,18:50:26Z,2016,8,21,Aprenda tocar Pandeiro  Curso Iniciante  SambaChoro
32033,Aprende batería con el nuevo método IDT,https://www.udemy.com/idtbateria/,True,20,335,32,25,All Levels,2 hours,2012-12-24T22:17:59Z,Musical Instruments,6700,2012-12-24,22:17:59Z,2012,12,24,Aprende batera con el nuevo mtodo IDT
286070,5 lecciones que todo guitarrista debe tomar,https://www.udemy.com/5-lecciones-que-todo-guitarrista-debe-tomar/,False,0,4452,263,14,Beginner Level,1 hour,2014-08-23T05:08:14Z,Musical Instruments,0,2014-08-23,05:08:14Z,2014,8,23,5 lecciones que todo guitarrista debe tomar
55569,Los 7 Acordes para Tocarlo Todo en un fin de semana,https://www.udemy.com/los-7-acordes-para-tocarlo-todo/,True,20,332,23,42,Beginner Level,2 hours,2013-07-06T10:46:25Z,Musical Instruments,6640,2013-07-06,10:46:25Z,2013,7,6,Los 7 Acordes para Tocarlo Todo en un fin de semana
725566,Curso de Violão Popular,https://www.udemy.com/curso-de-violao/,True,25,287,42,27,Beginner Level,6 hours,2016-01-27T23:12:19Z,Musical Instruments,7175,2016-01-27,23:12:19Z,2016,1,27,Curso de Violo Popular
829616,Aprendiendo Piano: Ejercicios de calentamiento,https://www.udemy.com/aprendiendo-piano-ejercicios-de-calentamiento/,False,0,1876,109,11,Beginner Level,33 mins,2016-04-27T17:58:22Z,Musical Instruments,0,2016-04-27,17:58:22Z,2016,4,27,Aprendiendo Piano Ejercicios de calentamiento
888852,Aprendiendo piano: Lectura de piezas clásicas Vol.II,https://www.udemy.com/aprendiendo-piano-lectura-de-piezas-clasicas-volii/,True,40,113,4,18,Beginner Level,1.5 hours,2016-06-29T01:27:47Z,Musical Instruments,4520,2016-06-29,01:27:47Z,2016,6,29,Aprendiendo piano Lectura de piezas clsicas VolII
286898,"Aprende a tocar el Acordeón 'de oído y con técnica"",https://www.udemy.com/aprende-a-tocar-el-acordeon-de-oido-y-con-tecnica/,true,25,93,21,34,Beginner Level,4 hours,2014-09-16T19:51:45Z
263432,Aprende los Secretos de la Armónica con HARP&SOUL""",https://www.udemy.com/aprende-los-secretos-de-la-armonica-con-harp-and-soul/,True,75,158,17,59,All Levels,2.5 hours,2014-07-28T13:55:43Z,Musical Instruments,11850,2014-07-28,13:55:43Z,2014,7,28,Aprende tocar el Acorden de odo con tcnicahttpswwwudemycomaprendeatocarelacordeondeoidoycontecnicatrue25932134Beginner Level4 hours20140916T195145Z 263432Aprende los Secretos de la Armnica con HARPSOUL
375830,Guitarra Desde Cero - PARTE 1,https://www.udemy.com/guitarra-desde-cero-parte-1-curso-de-guitarra-principiantes/,True,35,480,12,123,Beginner Level,7 hours,2014-12-27T21:54:35Z,Musical Instruments,16800,2014-12-27,21:54:35Z,2014,12,27,Guitarra Desde Cero  PARTE 1
207440,Super-Curso de Guitarra Práctico Para Principiantes,https://www.udemy.com/super-curso-de-guitarra-practico-para-principiantes/,True,85,228,26,215,Beginner Level,10.5 hours,2014-06-30T12:29:38Z,Musical Instruments,19380,2014-06-30,12:29:38Z,2014,6,30,SuperCurso de Guitarra Prctico Para Principiantes
1042382,Explosão Pentatônica,https://www.udemy.com/explosao-pentatonica/,True,55,42,5,19,All Levels,1.5 hours,2016-12-22T14:13:13Z,Musical Instruments,2310,2016-12-22,14:13:13Z,2016,12,22,Exploso Pentatnica
1114722,Complete Beginners Introduction to Guitar,https://www.udemy.com/complete-beginners-introduction-to-guitar/,True,40,10,4,35,Beginner Level,1.5 hours,2017-02-27T17:00:03Z,Musical Instruments,400,2017-02-27,17:00:03Z,2017,2,27,Complete Beginners Introduction Guitar
1102436,Learn 10 Scottish Tunes Piano Easy Level,https://www.udemy.com/learn-10-scottish-tunes-piano-easy-level/,True,45,103,1,46,Beginner Level,3.5 hours,2017-02-20T17:32:01Z,Musical Instruments,4635,2017-02-20,17:32:01Z,2017,2,20,Learn 10 Scottish Tunes Piano Easy Level
644820,Fingerpicking Fundamentals,https://www.udemy.com/fingerpicking-fundamentals/,True,20,75,7,22,Beginner Level,1.5 hours,2015-11-01T20:45:47Z,Musical Instruments,1500,2015-11-01,20:45:47Z,2015,11,1,Fingerpicking Fundamentals
131562,Piano With A Pro,https://www.udemy.com/piano-with-a-pro/,True,25,66,6,38,All Levels,2.5 hours,2014-05-05T20:37:22Z,Musical Instruments,1650,2014-05-05,20:37:22Z,2014,5,5,Piano Pro
628606,Piano Lessons for Beginners: Play the Piano AND Read Music!,https://www.udemy.com/your-first-10-piano-pieces/,True,70,61,9,30,Beginner Level,4 hours,2016-02-12T18:14:24Z,Musical Instruments,4270,2016-02-12,18:14:24Z,2016,2,12,Piano Lessons Beginners Play Piano Read Music
459888,Master the Tuba - Intermediate Instruction Made Simple!,https://www.udemy.com/intermediate-tuba/,True,50,184,5,107,Intermediate Level,8.5 hours,2015-04-15T17:32:56Z,Musical Instruments,9200,2015-04-15,17:32:56Z,2015,4,15,Master Tuba  Intermediate Instruction Simple
1141614,The Fun and Effective Piano Course,https://www.udemy.com/the-serious-piano-course/,True,30,24,2,38,All Levels,3.5 hours,2017-04-24T16:09:35Z,Musical Instruments,720,2017-04-24,16:09:35Z,2017,4,24,Fun Effective Piano Course
605074,Advanced Flute Studies - Learn to Master the Flute!​,https://www.udemy.com/advanced-flute/,True,50,205,4,95,All Levels,5 hours,2015-09-07T23:28:56Z,Musical Instruments,10250,2015-09-07,23:28:56Z,2015,9,7,Advanced Flute Studies  Learn Master Flute
749616,Alternate Picking Speed & Accuracy,https://www.udemy.com/alternate-picking-speed-accuracy/,True,20,19,4,83,All Levels,3.5 hours,2016-05-12T19:17:21Z,Musical Instruments,380,2016-05-12,19:17:21Z,2016,5,12,Alternate Picking Speed  Accuracy
470482,"Master the Euphonium with Simple, Intermediate Instruction!",https://www.udemy.com/intermediate-euphonium/,True,50,120,6,106,Intermediate Level,8 hours,2015-04-16T16:29:41Z,Musical Instruments,6000,2015-04-16,16:29:41Z,2015,4,16,Master Euphonium Simple Intermediate Instruction
344348,Master the Clarinet: Intermediate Instruction Made Simple!,https://www.udemy.com/clarinet-beyond-beginner/,True,50,232,11,97,All Levels,7 hours,2015-01-01T01:24:20Z,Musical Instruments,11600,2015-01-01,01:24:20Z,2015,1,1,Master Clarinet Intermediate Instruction Simple
373556,Advanced Clarinet Studies - Learn to Master the Clarinet!,https://www.udemy.com/clarinet-etudes/,True,50,148,3,77,All Levels,4.5 hours,2015-01-01T01:23:28Z,Musical Instruments,7400,2015-01-01,01:23:28Z,2015,1,1,Advanced Clarinet Studies  Learn Master Clarinet
214794,Aprende a tocar ritmo pop en el piano y teclado,https://www.udemy.com/aprende-a-tocar-ritmo-pop-en-el-piano-y-teclado/,True,20,10,1,9,All Levels,43 mins,2014-05-16T17:03:56Z,Musical Instruments,200,2014-05-16,17:03:56Z,2014,5,16,Aprende tocar ritmo pop en el piano teclado
782458,Aprendiendo Piano: Tocando piezas populares Vol.II,https://www.udemy.com/aprendiendo-piano-tocando-piezas-populares-volii/,True,100,72,2,24,Beginner Level,1.5 hours,2016-03-31T17:10:42Z,Musical Instruments,7200,2016-03-31,17:10:42Z,2016,3,31,Aprendiendo Piano Tocando piezas populares VolII
823494,Comment jouer du Pianoforte,https://www.udemy.com/comment-jouer-du-pianoforte/,True,100,172,2,41,All Levels,3 hours,2016-05-02T19:34:42Z,Musical Instruments,17200,2016-05-02,19:34:42Z,2016,5,2,Comment jouer du Pianoforte
212492,Aprende a tocar blues en el piano y teclado,https://www.udemy.com/aprende-a-tocar-blues-en-el-piano-y-teclado/,True,50,10,4,22,All Levels,2.5 hours,2014-05-09T19:52:20Z,Musical Instruments,500,2014-05-09,19:52:20Z,2014,5,9,Aprende tocar blues en el piano teclado
961774,ABC DO VIOLÃO E GUITARRA,https://www.udemy.com/abc-do-violao-e-guitarra/,True,85,25,2,30,Beginner Level,2.5 hours,2017-03-03T18:54:28Z,Musical Instruments,2125,2017-03-03,18:54:28Z,2017,3,3,ABC VIOLO E GUITARRA
1261210,Suonare la Chitarra,https://www.udemy.com/suonare-la-chitarra/,True,200,1,1,22,All Levels,1 hour,2017-06-21T17:19:26Z,Musical Instruments,200,2017-06-21,17:19:26Z,2017,6,21,Suonare la Chitarra
211052,Aprende todos los secretos de la guitarra flamenca,https://www.udemy.com/aprender-a-tocar-la-guitarra-flamenca/,True,50,13,2,23,All Levels,3.5 hours,2014-05-07T21:26:44Z,Musical Instruments,650,2014-05-07,21:26:44Z,2014,5,7,Aprende todos los secretos de la guitarra flamenca
597868,こどもギターレッスン　リトルギタリストⅠ,https://www.udemy.com/takalittle1/,True,20,69,1,53,Beginner Level,3 hours,2015-11-07T23:09:05Z,Musical Instruments,1380,2015-11-07,23:09:05Z,2015,11,7, 
218658,Aprende cómo tocar el Bajo Sexto,https://www.udemy.com/aprende-como-tocar-el-bajo-sexto-curso-en-video/,True,50,10,2,17,All Levels,3 hours,2014-05-19T16:46:59Z,Musical Instruments,500,2014-05-19,16:46:59Z,2014,5,19,Aprende cmo tocar el Bajo Sexto
1048182,Coach Guitar - Apprendre la GUITARE facile avec des COULEURS,https://www.udemy.com/coach-guitar-apprendre-la-guitare-facile-avec-des-couleurs/,True,50,25,1,321,All Levels,3.5 hours,2016-12-27T14:51:32Z,Musical Instruments,1250,2016-12-27,14:51:32Z,2016,12,27,Coach Guitar  Apprendre la GUITARE facile avec des COULEURS
758216,Sistema Completo De Guitarra Rítmica Para Principiantes,https://www.udemy.com/sistema-completo-de-guitarra-ritmica-para-principiantes/,True,55,21,3,32,Beginner Level,6 hours,2016-02-27T23:31:36Z,Musical Instruments,1155,2016-02-27,23:31:36Z,2016,2,27,Sistema Completo De Guitarra Rtmica Para Principiantes
1144780,Curso de batería online de Patricio Iglesias (Santa Sabina),https://www.udemy.com/cursodebateriaonlinedepatricioiglesias/,True,35,5,1,17,Intermediate Level,4 hours,2017-03-28T18:15:08Z,Musical Instruments,175,2017-03-28,18:15:08Z,2017,3,28,Curso de batera online de Patricio Iglesias Santa Sabina
628798,"Learn Piano with Beyer, 15 Minutes Challenge",https://www.udemy.com/playpianowithbeyer/,True,65,418,2,30,All Levels,3 hours,2016-07-21T23:18:55Z,Musical Instruments,27170,2016-07-21,23:18:55Z,2016,7,21,Learn Piano Beyer 15 Minutes Challenge
398224,"Classical Guitar Master Class: 'Alman  """,https://www.udemy.com/classical-guitar-master-class-alman/,True,195,113,2,34,Intermediate Level,2 hours,2015-04-21T23:43:30Z,Musical Instruments,22035,2015-04-21,23:43:30Z,2015,4,21,Classical Guitar Master Class Alman 
147174,Blues Accelerator - 21 Days to Blues Guitar Mastery,https://www.udemy.com/blues-accelerator-21-days-to-blues-mastery/,True,50,78,6,45,Beginner Level,7 hours,2014-01-16T17:21:49Z,Musical Instruments,3900,2014-01-16,17:21:49Z,2014,1,16,Blues Accelerator  21 Days Blues Guitar Mastery
799912,Alto Saxophone Lessons For Beginners,https://www.udemy.com/the-music-coach-online-alto-saxophone-lesson-program/,True,95,51,7,42,Beginner Level,3 hours,2016-03-23T15:33:31Z,Musical Instruments,4845,2016-03-23,15:33:31Z,2016,3,23,Alto Saxophone Lessons Beginners
655958,Instant Harmonica - Christmas; play Jingle Bells part 2 now!,https://www.udemy.com/instant-harmonica-christmas-play-jingle-bells-part-2-now/,True,20,58,1,10,All Levels,44 mins,2015-12-17T18:29:20Z,Musical Instruments,1160,2015-12-17,18:29:20Z,2015,12,17,Instant Harmonica  Christmas play Jingle Bells 2 now
744034,Piano With Willie: Jazz & Gospel Exercises,https://www.udemy.com/piano-with-willie-jazz-gospel-exercises/,True,40,56,3,28,Intermediate Level,2 hours,2016-04-13T06:57:11Z,Musical Instruments,2240,2016-04-13,06:57:11Z,2016,4,13,Piano Willie Jazz  Gospel Exercises
139790,Bending the blue notes to give you killer sound on harmonica,https://www.udemy.com/benhewlettharmonicatuitionint2/,True,35,162,3,14,Intermediate Level,2 hours,2014-03-02T13:14:08Z,Musical Instruments,5670,2014-03-02,13:14:08Z,2014,3,2,Bending blue notes killer sound harmonica
288854,"Beginner's Guitar: Tuning, Strumming, and Chords!",https://www.udemy.com/beginners-guitar-tuning-strumming-and-chords/,False,0,2577,30,6,Beginner Level,37 mins,2015-07-03T19:07:11Z,Musical Instruments,0,2015-07-03,19:07:11Z,2015,7,3,Beginners Guitar Tuning Strumming Chords
588264,Instant Harmonica - play The Lion Sleeps Tonight - today!,https://www.udemy.com/instant-harmonica-play-the-lion-sleeps-tonight-today/,True,20,62,1,11,Beginner Level,1 hour,2015-08-21T21:37:53Z,Musical Instruments,1240,2015-08-21,21:37:53Z,2015,8,21,Instant Harmonica  play Lion Sleeps Tonight  today
773156,Piano With Willie Building Technique with Scales Vol. 3,https://www.udemy.com/piano-with-willie-technique-builder-vol-3/,True,40,42,1,11,All Levels,1.5 hours,2016-04-13T06:38:21Z,Musical Instruments,1680,2016-04-13,06:38:21Z,2016,4,13,Piano Willie Building Technique Scales Vol 3
931152,Instant Bodhran - part two; learning further drumming skills,https://www.udemy.com/instant-bodhran-part-two-learning-further-drumming-skills/,True,40,28,1,10,Beginner Level,1 hour,2016-08-18T22:04:40Z,Musical Instruments,1120,2016-08-18,22:04:40Z,2016,8,18,Instant Bodhran  two learning drumming skills
21080,Guitar Essentials,https://www.udemy.com/guitar-essentials/,True,20,261,1,18,Beginner Level,1.5 hours,2014-05-07T18:05:57Z,Musical Instruments,5220,2014-05-07,18:05:57Z,2014,5,7,Guitar Essentials
151120,Rhythm to Rock Drum Lessons,https://www.udemy.com/drum-lesson-1-quarter-notes/,True,20,44,2,7,Beginner Level,1 hour,2014-02-02T20:57:55Z,Musical Instruments,880,2014-02-02,20:57:55Z,2014,2,2,Rhythm Rock Drum Lessons
1236576,Learn to play and improve 12 bar blues harmonica solos,https://www.udemy.com/learn-to-play-and-improve-12-bar-blues-harmonica-solos/,True,40,4,1,27,Beginner Level,1 hour,2017-06-29T21:13:42Z,Musical Instruments,160,2017-06-29,21:13:42Z,2017,6,29,Learn play improve 12 bar blues harmonica solos
139784,Learn to improvise on your harmonica - in nice easy steps,https://www.udemy.com/benhewlettharmonicatuitionb4/,True,35,98,1,15,Beginner Level,2 hours,2014-03-16T18:28:46Z,Musical Instruments,3430,2014-03-16,18:28:46Z,2014,3,16,Learn improvise harmonica  nice easy steps
486412,Learning Electric Guitar for Absolute Beginners,https://www.udemy.com/electricguitarforabsolutebeginners/,True,35,19,2,12,Beginner Level,1.5 hours,2015-05-04T21:47:44Z,Musical Instruments,665,2015-05-04,21:47:44Z,2015,5,4,Learning Electric Guitar Absolute Beginners
459468,Advanced Bassoon Studies - Learn to Master the Bassoon!​,https://www.udemy.com/advanced-bassoon/,True,50,197,0,106,All Levels,6.5 hours,2015-04-15T20:24:35Z,Musical Instruments,9850,2015-04-15,20:24:35Z,2015,4,15,Advanced Bassoon Studies  Learn Master Bassoon
663696,Blues Guitar Lessons: Play Like the Greats - All Levels,https://www.udemy.com/guitar-greats-professional-guitar-masterclass/,True,20,58,4,47,All Levels,2.5 hours,2015-11-17T00:22:47Z,Musical Instruments,1160,2015-11-17,00:22:47Z,2015,11,17,Blues Guitar Lessons Play Like Greats  Levels
933812,Instant Harmonica - play Whiskey in the Jar + Molly Malone!,https://www.udemy.com/instant-harmonica-play-whiskey-in-the-jar-molly-malone/,True,40,21,3,27,All Levels,2 hours,2016-09-20T15:32:31Z,Musical Instruments,840,2016-09-20,15:32:31Z,2016,9,20,Instant Harmonica  play Whiskey Jar  Molly Malone
149602,Learn To Play Trumpet Fast Using The Passive Trumpet Tutor,https://www.udemy.com/passive-trumpet-lessons/,True,50,92,3,71,All Levels,1.5 hours,2014-01-27T17:06:43Z,Musical Instruments,4600,2014-01-27,17:06:43Z,2014,1,27,Learn Play Trumpet Fast Passive Trumpet Tutor
277770,Electric Bass Right From The Start,https://www.udemy.com/electric-bass-right-from-the-start/,True,100,239,1,9,Beginner Level,40 mins,2016-03-14T16:42:12Z,Musical Instruments,23900,2016-03-14,16:42:12Z,2016,3,14,Electric Bass Right Start
552606,Beginner Guitar Essentials,https://www.udemy.com/beginner-guitar-essentials/,True,95,5,2,45,Beginner Level,4.5 hours,2015-08-06T18:39:34Z,Musical Instruments,475,2015-08-06,18:39:34Z,2015,8,6,Beginner Guitar Essentials
459926,Advanced Tuba Studies - Become a Master of the Tuba!​,https://www.udemy.com/advanced-tuba/,True,50,173,0,63,All Levels,5 hours,2015-04-15T17:47:17Z,Musical Instruments,8650,2015-04-15,17:47:17Z,2015,4,15,Advanced Tuba Studies  Master Tuba
1040596,'Greensleeves' Creative Piano Lessons Course,https://www.udemy.com/greensleeves-creative-piano-lessons-course/,True,20,10,1,8,All Levels,2 hours,2017-01-03T14:34:32Z,Musical Instruments,200,2017-01-03,14:34:32Z,2017,1,3,Greensleeves Creative Piano Lessons Course
266004,Rhythm to Rock Drum Lesson 4,https://www.udemy.com/rhythm-to-rock-drum-lesson-4/,True,20,12,3,12,Beginner Level,1.5 hours,2014-08-18T22:06:31Z,Musical Instruments,240,2014-08-18,22:06:31Z,2014,8,18,Rhythm Rock Drum Lesson 4
720072,Hands On Guitar: Beyond Beginner,https://www.udemy.com/hands-on-guitar-beyond-beginner/,True,20,54,7,69,Beginner Level,3 hours,2016-01-22T18:46:48Z,Musical Instruments,1080,2016-01-22,18:46:48Z,2016,1,22,Hands Guitar Beginner
1046768,Instant harmonica - play Auld Lang Syne the neet (tonight)!,https://www.udemy.com/instant-harmonica-play-auld-lang-syne-the-neet-tonight/,True,40,28,1,13,All Levels,1 hour,2016-12-22T17:49:15Z,Musical Instruments,1120,2016-12-22,17:49:15Z,2016,12,22,Instant harmonica  play Auld Lang Syne neet tonight
138336,Piano The Hard Way -  Fast Way To Life Long Piano Enjoyment,https://www.udemy.com/piano-the-hard-way/,True,25,238,3,22,Beginner Level,1 hour,2014-02-19T03:46:50Z,Musical Instruments,5950,2014-02-19,03:46:50Z,2014,2,19,Piano Hard Way  Fast Way Life Long Piano Enjoyment
